size_mean,size_std,size_min,size_25%,size_50%,size_75%,size_max,minute,ID,Unnamed: 0_mean,Unnamed: 0_std,Unnamed: 0_min,Unnamed: 0_25%,Unnamed: 0_50%,Unnamed: 0_75%,Unnamed: 0_max
6910.221647433346,18344.655893248124,27.0,27.0,27.0,1051.0,65535.0,6,./data/raw/Raw_traffic_and_movement_data/group1_order2_user1,,,,,,,
6840.364578086928,18142.3288651844,27.0,27.0,27.0,1051.0,65535.0,7,./data/raw/Raw_traffic_and_movement_data/group1_order2_user1,,,,,,,
6811.588260629635,18045.446039328577,27.0,27.0,27.0,1051.0,65535.0,8,./data/raw/Raw_traffic_and_movement_data/group1_order2_user1,,,,,,,
6886.424997636125,18221.08688791357,27.0,27.0,27.0,1051.0,65535.0,9,./data/raw/Raw_traffic_and_movement_data/group1_order2_user1,,,,,,,
6899.597382439987,18201.471957617952,27.0,27.0,27.0,1051.0,65535.0,0,./data/raw/Raw_traffic_and_movement_data/group1_order2_user10,,,,,,,
6886.146267363959,18163.016902837473,27.0,27.0,27.0,1051.0,65535.0,1,./data/raw/Raw_traffic_and_movement_data/group1_order2_user10,,,,,,,
7002.272594371639,18401.94593573085,27.0,27.0,27.0,1051.0,65535.0,2,./data/raw/Raw_traffic_and_movement_data/group1_order2_user10,,,,,,,
6853.090314678846,18046.39654726214,27.0,27.0,27.0,1051.0,65535.0,3,./data/raw/Raw_traffic_and_movement_data/group1_order2_user10,,,,,,,
6857.557549930549,18119.422190453304,27.0,27.0,27.0,1051.0,65535.0,4,./data/raw/Raw_traffic_and_movement_data/group1_order2_user10,,,,,,,
6800.809044313242,17921.3902593081,27.0,27.0,27.0,1051.0,65535.0,5,./data/raw/Raw_traffic_and_movement_data/group1_order2_user10,,,,,,,
6759.095081195575,17848.975076570005,27.0,27.0,27.0,1051.0,65535.0,6,./data/raw/Raw_traffic_and_movement_data/group1_order2_user10,,,,,,,
6884.534418640938,18182.255592839094,27.0,27.0,27.0,1051.0,65535.0,7,./data/raw/Raw_traffic_and_movement_data/group1_order2_user10,,,,,,,
6621.537769808063,17718.62666958227,27.0,27.0,27.0,1051.0,65535.0,8,./data/raw/Raw_traffic_and_movement_data/group1_order2_user10,,,,,,,
6968.061504059308,18372.638102159155,27.0,27.0,27.0,1051.0,65535.0,9,./data/raw/Raw_traffic_and_movement_data/group1_order2_user10,,,,,,,
6776.98436745874,18113.379625955713,27.0,27.0,27.0,1051.0,65535.0,0,./data/raw/Raw_traffic_and_movement_data/group1_order2_user11,,,,,,,
6887.51016973187,18081.713304834484,27.0,27.0,27.0,1051.0,65535.0,1,./data/raw/Raw_traffic_and_movement_data/group1_order2_user11,,,,,,,
6980.593384498443,18317.42901347099,27.0,27.0,27.0,1051.0,65535.0,2,./data/raw/Raw_traffic_and_movement_data/group1_order2_user11,,,,,,,
7022.6694325010685,18416.116074042107,27.0,27.0,27.0,1051.0,65535.0,3,./data/raw/Raw_traffic_and_movement_data/group1_order2_user11,,,,,,,
6827.71440747791,18153.21785296139,27.0,27.0,27.0,1051.0,65535.0,4,./data/raw/Raw_traffic_and_movement_data/group1_order2_user11,,,,,,,
6682.935387093676,17936.556436521118,27.0,27.0,27.0,1051.0,65535.0,5,./data/raw/Raw_traffic_and_movement_data/group1_order2_user11,,,,,,,
6677.717377532228,17898.519509865484,27.0,27.0,27.0,1051.0,65535.0,6,./data/raw/Raw_traffic_and_movement_data/group1_order2_user11,,,,,,,
6527.090990935055,17595.989957742542,27.0,27.0,27.0,1051.0,65535.0,7,./data/raw/Raw_traffic_and_movement_data/group1_order2_user11,,,,,,,
6668.229540071411,17789.225552162512,27.0,27.0,27.0,1051.0,65535.0,8,./data/raw/Raw_traffic_and_movement_data/group1_order2_user11,,,,,,,
6719.283629196955,17867.94661157347,27.0,27.0,27.0,1051.0,65535.0,9,./data/raw/Raw_traffic_and_movement_data/group1_order2_user11,,,,,,,
6511.3155072083155,17527.502584179714,27.0,27.0,27.0,1051.0,65535.0,0,./data/raw/Raw_traffic_and_movement_data/group1_order2_user12,,,,,,,
6787.51808578858,18041.05674333428,27.0,27.0,27.0,1051.0,65535.0,1,./data/raw/Raw_traffic_and_movement_data/group1_order2_user12,,,,,,,
6635.356811272844,17623.326055926645,27.0,27.0,27.0,1051.0,65535.0,2,./data/raw/Raw_traffic_and_movement_data/group1_order2_user12,,,,,,,
6801.9279983033475,18044.463130101187,27.0,27.0,27.0,1051.0,65535.0,3,./data/raw/Raw_traffic_and_movement_data/group1_order2_user12,,,,,,,
6781.981639334805,18024.97811883065,27.0,27.0,27.0,1051.0,65535.0,4,./data/raw/Raw_traffic_and_movement_data/group1_order2_user12,,,,,,,
6550.727359006069,17534.398771476026,27.0,27.0,27.0,1051.0,65535.0,5,./data/raw/Raw_traffic_and_movement_data/group1_order2_user12,,,,,,,
5811.703345342255,16555.955844262433,27.0,27.0,27.0,1051.0,65535.0,6,./data/raw/Raw_traffic_and_movement_data/group1_order2_user12,,,,,,,
6608.823416902072,17692.835921623137,27.0,27.0,27.0,1051.0,65535.0,7,./data/raw/Raw_traffic_and_movement_data/group1_order2_user12,,,,,,,
6543.700977733476,17534.60409302822,27.0,27.0,27.0,1051.0,65535.0,8,./data/raw/Raw_traffic_and_movement_data/group1_order2_user12,,,,,,,
6730.672633319257,17937.445495818152,27.0,27.0,27.0,1051.0,65535.0,9,./data/raw/Raw_traffic_and_movement_data/group1_order2_user12,,,,,,,
6809.812922248747,18112.00205850984,27.0,27.0,27.0,1051.0,65535.0,0,./data/raw/Raw_traffic_and_movement_data/group1_order2_user13,,,,,,,
6850.609656723328,18101.37390661409,27.0,27.0,27.0,1051.0,65535.0,1,./data/raw/Raw_traffic_and_movement_data/group1_order2_user13,,,,,,,
6870.0467546536665,18196.50471288503,27.0,27.0,27.0,1051.0,65535.0,2,./data/raw/Raw_traffic_and_movement_data/group1_order2_user13,,,,,,,
6739.705295113165,17809.801984907754,27.0,27.0,27.0,1051.0,65535.0,3,./data/raw/Raw_traffic_and_movement_data/group1_order2_user13,,,,,,,
6710.451214698877,17834.5082711882,27.0,27.0,27.0,1051.0,65535.0,4,./data/raw/Raw_traffic_and_movement_data/group1_order2_user13,,,,,,,
6798.283887192867,18051.376959608053,27.0,27.0,27.0,1051.0,65535.0,5,./data/raw/Raw_traffic_and_movement_data/group1_order2_user13,,,,,,,
6723.861172838685,17810.98556570521,27.0,27.0,27.0,1051.0,65535.0,6,./data/raw/Raw_traffic_and_movement_data/group1_order2_user13,,,,,,,
6763.290893834713,17958.544968429243,27.0,27.0,27.0,1051.0,65535.0,7,./data/raw/Raw_traffic_and_movement_data/group1_order2_user13,,,,,,,
6748.886675148722,17905.738637364317,27.0,27.0,27.0,1051.0,65535.0,8,./data/raw/Raw_traffic_and_movement_data/group1_order2_user13,,,,,,,
6703.5046097747945,17839.217252284558,27.0,27.0,27.0,1051.0,65535.0,9,./data/raw/Raw_traffic_and_movement_data/group1_order2_user13,,,,,,,
6752.2729152163365,18016.37505207559,27.0,27.0,27.0,1051.0,65535.0,0,./data/raw/Raw_traffic_and_movement_data/group1_order2_user14,79672.0,41052.3465529073,8568.0,44120.0,79672.0,115224.0,150776.0
6816.132823285388,18033.98708454609,27.0,27.0,27.0,1051.0,65535.0,1,./data/raw/Raw_traffic_and_movement_data/group1_order2_user14,224299.0,42448.37950381616,150777.0,187538.0,224299.0,261060.0,297821.0
6820.021864790148,18075.629153586517,27.0,27.0,27.0,1051.0,65535.0,2,./data/raw/Raw_traffic_and_movement_data/group1_order2_user14,369443.5,41351.12531721476,297822.0,333632.75,369443.5,405254.25,441065.0
6693.635430635759,17776.02928246069,27.0,27.0,27.0,1051.0,65535.0,3,./data/raw/Raw_traffic_and_movement_data/group1_order2_user14,514143.5,42191.74730915988,441066.0,477604.75,514143.5,550682.25,587221.0
6597.414335221029,17601.495795200164,27.0,27.0,27.0,1051.0,65535.0,4,./data/raw/Raw_traffic_and_movement_data/group1_order2_user14,658207.5,40983.930546007905,587222.0,622714.75,658207.5,693700.25,729193.0
6828.035226495906,18144.90037434409,27.0,27.0,27.0,1051.0,65535.0,5,./data/raw/Raw_traffic_and_movement_data/group1_order2_user14,800872.5,41384.03428255877,729194.0,765033.25,800872.5,836711.75,872551.0
6725.270658152154,18006.207655194863,27.0,27.0,27.0,1051.0,65535.0,6,./data/raw/Raw_traffic_and_movement_data/group1_order2_user14,940279.0,39102.63469384128,872552.0,906415.5,940279.0,974142.5,1008006.0
6710.196218797153,17761.72703617149,27.0,27.0,27.0,1051.0,65535.0,7,./data/raw/Raw_traffic_and_movement_data/group1_order2_user14,1080576.0,41898.16469727523,1008007.0,1044291.5,1080576.0,1116860.5,1153145.0
6790.2463960935565,18016.78699734763,27.0,27.0,27.0,1051.0,65535.0,8,./data/raw/Raw_traffic_and_movement_data/group1_order2_user14,1223798.0,40791.38423123197,1153146.0,1188472.0,1223798.0,1259124.0,1294450.0
6639.140309088331,17848.378999515997,27.0,27.0,27.0,1051.0,65535.0,9,./data/raw/Raw_traffic_and_movement_data/group1_order2_user14,1364980.5,40720.65882325579,1294451.0,1329715.75,1364980.5,1400245.25,1435510.0
6673.208374182741,17867.288766209396,27.0,27.0,27.0,1051.0,65535.0,0,./data/raw/Raw_traffic_and_movement_data/group1_order2_user2,,,,,,,
6923.753493167652,18281.846400667975,27.0,27.0,27.0,1051.0,65535.0,1,./data/raw/Raw_traffic_and_movement_data/group1_order2_user2,,,,,,,
6863.874956396975,18125.526113196553,27.0,27.0,27.0,1051.0,65535.0,2,./data/raw/Raw_traffic_and_movement_data/group1_order2_user2,,,,,,,
6858.1612517276235,18189.65610795388,27.0,27.0,27.0,1051.0,65535.0,3,./data/raw/Raw_traffic_and_movement_data/group1_order2_user2,,,,,,,
6917.8520270762065,18279.53293533058,27.0,27.0,27.0,1051.0,65535.0,4,./data/raw/Raw_traffic_and_movement_data/group1_order2_user2,,,,,,,
6943.672924322309,18349.04597994814,27.0,27.0,27.0,1051.0,65535.0,5,./data/raw/Raw_traffic_and_movement_data/group1_order2_user2,,,,,,,
6903.377034919846,18246.84307734169,27.0,27.0,27.0,1051.0,65535.0,6,./data/raw/Raw_traffic_and_movement_data/group1_order2_user2,,,,,,,
6920.876941181137,18271.409843385292,27.0,27.0,27.0,1051.0,65535.0,7,./data/raw/Raw_traffic_and_movement_data/group1_order2_user2,,,,,,,
6651.87236819093,17851.64273932604,27.0,27.0,27.0,1051.0,65535.0,8,./data/raw/Raw_traffic_and_movement_data/group1_order2_user2,,,,,,,
6854.512756163354,18106.67172761643,27.0,27.0,27.0,1051.0,65535.0,9,./data/raw/Raw_traffic_and_movement_data/group1_order2_user2,,,,,,,
3878.542906024685,9706.101991574136,27.0,27.0,27.0,1051.0,65535.0,0,./data/raw/Raw_traffic_and_movement_data/group1_order2_user3,,,,,,,
3872.249520273914,9509.06610028189,27.0,27.0,27.0,1051.0,49179.0,1,./data/raw/Raw_traffic_and_movement_data/group1_order2_user3,,,,,,,
3861.5172131250865,9494.215040126046,27.0,27.0,27.0,1051.0,46107.0,2,./data/raw/Raw_traffic_and_movement_data/group1_order2_user3,,,,,,,
3861.0935140233055,9521.794331725214,27.0,27.0,27.0,1051.0,65535.0,3,./data/raw/Raw_traffic_and_movement_data/group1_order2_user3,,,,,,,
3838.1541753038055,9476.379215174431,27.0,27.0,27.0,1051.0,46107.0,4,./data/raw/Raw_traffic_and_movement_data/group1_order2_user3,,,,,,,
3823.0561272217024,9389.130407625345,27.0,27.0,27.0,1051.0,52251.0,5,./data/raw/Raw_traffic_and_movement_data/group1_order2_user3,,,,,,,
3840.826339429734,9422.580624608418,27.0,27.0,27.0,1051.0,51227.0,6,./data/raw/Raw_traffic_and_movement_data/group1_order2_user3,,,,,,,
3641.9772521129044,9683.858594050074,27.0,27.0,27.0,1051.0,65535.0,7,./data/raw/Raw_traffic_and_movement_data/group1_order2_user3,,,,,,,
3842.4291087310735,9543.478788788027,27.0,27.0,27.0,1051.0,65535.0,8,./data/raw/Raw_traffic_and_movement_data/group1_order2_user3,,,,,,,
3840.1483982332334,9450.503255796528,27.0,27.0,27.0,1051.0,50203.0,9,./data/raw/Raw_traffic_and_movement_data/group1_order2_user3,,,,,,,
6984.836590675909,18386.54224475055,27.0,27.0,27.0,1051.0,65535.0,0,./data/raw/Raw_traffic_and_movement_data/group1_order2_user4,,,,,,,
7009.568884129417,18317.25463311155,27.0,27.0,27.0,1051.0,65535.0,1,./data/raw/Raw_traffic_and_movement_data/group1_order2_user4,,,,,,,
7016.525763311864,18394.681433612725,27.0,27.0,27.0,1051.0,65535.0,2,./data/raw/Raw_traffic_and_movement_data/group1_order2_user4,,,,,,,
7037.495937922811,18440.578554145985,27.0,27.0,27.0,1051.0,65535.0,3,./data/raw/Raw_traffic_and_movement_data/group1_order2_user4,,,,,,,
7094.570051764477,18514.856709652227,27.0,27.0,27.0,1051.0,65535.0,4,./data/raw/Raw_traffic_and_movement_data/group1_order2_user4,,,,,,,
7053.5964506689215,18443.70590356968,27.0,27.0,27.0,1051.0,65535.0,5,./data/raw/Raw_traffic_and_movement_data/group1_order2_user4,,,,,,,
6894.281219266363,18078.595625483682,27.0,27.0,27.0,1051.0,65535.0,6,./data/raw/Raw_traffic_and_movement_data/group1_order2_user4,,,,,,,
6954.726499775595,18267.40911452185,27.0,27.0,27.0,1051.0,65535.0,7,./data/raw/Raw_traffic_and_movement_data/group1_order2_user4,,,,,,,
6963.4903758305,18278.11993871679,27.0,27.0,27.0,1051.0,65535.0,8,./data/raw/Raw_traffic_and_movement_data/group1_order2_user4,,,,,,,
6613.348305248499,17738.68250982167,27.0,27.0,27.0,1051.0,65535.0,9,./data/raw/Raw_traffic_and_movement_data/group1_order2_user4,,,,,,,
6677.196790288239,17637.49495062335,27.0,27.0,27.0,1051.0,65535.0,0,./data/raw/Raw_traffic_and_movement_data/group1_order2_user5,,,,,,,
6746.304042665593,17723.27652746625,27.0,27.0,27.0,1051.0,65535.0,1,./data/raw/Raw_traffic_and_movement_data/group1_order2_user5,,,,,,,
6959.725919305413,18245.420609452176,27.0,27.0,27.0,1051.0,65535.0,2,./data/raw/Raw_traffic_and_movement_data/group1_order2_user5,,,,,,,
6815.633383903415,18008.643131142653,27.0,27.0,27.0,1051.0,65535.0,3,./data/raw/Raw_traffic_and_movement_data/group1_order2_user5,,,,,,,
6857.865383867833,18156.954363295754,27.0,27.0,27.0,1051.0,65535.0,4,./data/raw/Raw_traffic_and_movement_data/group1_order2_user5,,,,,,,
6891.151295363824,18199.702342252844,27.0,27.0,27.0,1051.0,65535.0,5,./data/raw/Raw_traffic_and_movement_data/group1_order2_user5,,,,,,,
6980.645714730331,18375.977030391976,27.0,27.0,27.0,1051.0,65535.0,6,./data/raw/Raw_traffic_and_movement_data/group1_order2_user5,,,,,,,
6887.489991809153,18062.791008980756,27.0,27.0,27.0,1051.0,65535.0,7,./data/raw/Raw_traffic_and_movement_data/group1_order2_user5,,,,,,,
6700.603919875345,17885.410823124268,27.0,27.0,27.0,1051.0,65535.0,8,./data/raw/Raw_traffic_and_movement_data/group1_order2_user5,,,,,,,
6956.017111471023,18274.946421408906,27.0,27.0,27.0,1051.0,65535.0,9,./data/raw/Raw_traffic_and_movement_data/group1_order2_user5,,,,,,,
6813.40223313543,17961.655489386198,27.0,27.0,27.0,1051.0,65535.0,0,./data/raw/Raw_traffic_and_movement_data/group1_order2_user6,,,,,,,
7047.127378612855,18408.845761643508,27.0,27.0,27.0,1051.0,65535.0,1,./data/raw/Raw_traffic_and_movement_data/group1_order2_user6,,,,,,,
7058.894627027753,18451.23403171739,27.0,27.0,27.0,1051.0,65535.0,2,./data/raw/Raw_traffic_and_movement_data/group1_order2_user6,,,,,,,
7073.133584676193,18476.104597799465,27.0,27.0,27.0,1051.0,65535.0,3,./data/raw/Raw_traffic_and_movement_data/group1_order2_user6,,,,,,,
7086.718743321222,18493.423045994445,27.0,27.0,27.0,1051.0,65535.0,4,./data/raw/Raw_traffic_and_movement_data/group1_order2_user6,,,,,,,
7075.297449710655,18488.44353849507,27.0,27.0,27.0,1051.0,65535.0,5,./data/raw/Raw_traffic_and_movement_data/group1_order2_user6,,,,,,,
7085.0169143025,18505.756508257764,27.0,27.0,27.0,1051.0,65535.0,6,./data/raw/Raw_traffic_and_movement_data/group1_order2_user6,,,,,,,
6864.954994976578,17960.367092594617,27.0,27.0,27.0,1051.0,65535.0,7,./data/raw/Raw_traffic_and_movement_data/group1_order2_user6,,,,,,,
6989.260250653772,18300.943428668274,27.0,27.0,27.0,1051.0,65535.0,8,./data/raw/Raw_traffic_and_movement_data/group1_order2_user6,,,,,,,
6960.536484765544,18349.302544122314,27.0,27.0,27.0,1051.0,65535.0,9,./data/raw/Raw_traffic_and_movement_data/group1_order2_user6,,,,,,,
6761.922476463282,17999.475449911974,27.0,27.0,27.0,1051.0,65535.0,0,./data/raw/Raw_traffic_and_movement_data/group1_order2_user7,,,,,,,
6806.399967455862,18028.272847442797,27.0,27.0,27.0,1051.0,65535.0,1,./data/raw/Raw_traffic_and_movement_data/group1_order2_user7,,,,,,,
6992.395416053268,18414.89870834895,27.0,27.0,27.0,1051.0,65535.0,2,./data/raw/Raw_traffic_and_movement_data/group1_order2_user7,,,,,,,
6906.7780794074115,18311.023484323472,27.0,27.0,27.0,1051.0,65535.0,3,./data/raw/Raw_traffic_and_movement_data/group1_order2_user7,,,,,,,
6686.293025937391,17867.41251711144,27.0,27.0,27.0,1051.0,65535.0,4,./data/raw/Raw_traffic_and_movement_data/group1_order2_user7,,,,,,,
6651.795486285682,17721.773146080275,27.0,27.0,27.0,1051.0,65535.0,5,./data/raw/Raw_traffic_and_movement_data/group1_order2_user7,,,,,,,
6827.027636865101,18087.601284532255,27.0,27.0,27.0,1051.0,65535.0,6,./data/raw/Raw_traffic_and_movement_data/group1_order2_user7,,,,,,,
6859.604023040169,18165.848354281454,27.0,27.0,27.0,1051.0,65535.0,7,./data/raw/Raw_traffic_and_movement_data/group1_order2_user7,,,,,,,
6786.7872337349745,18120.283984055783,27.0,27.0,27.0,1051.0,65535.0,8,./data/raw/Raw_traffic_and_movement_data/group1_order2_user7,,,,,,,
6703.817584984121,17891.905367396204,27.0,27.0,27.0,1051.0,65535.0,9,./data/raw/Raw_traffic_and_movement_data/group1_order2_user7,,,,,,,
6725.163920673596,17838.825112584822,27.0,27.0,27.0,1051.0,65535.0,0,./data/raw/Raw_traffic_and_movement_data/group1_order2_user8,,,,,,,
6942.657422977878,18175.185847557786,27.0,27.0,27.0,1051.0,65535.0,1,./data/raw/Raw_traffic_and_movement_data/group1_order2_user8,,,,,,,
6962.822297610622,18213.151281419807,27.0,27.0,27.0,1051.0,65535.0,2,./data/raw/Raw_traffic_and_movement_data/group1_order2_user8,,,,,,,
7026.007783090238,18371.98606146243,27.0,27.0,27.0,1051.0,65535.0,3,./data/raw/Raw_traffic_and_movement_data/group1_order2_user8,,,,,,,
6751.775687551854,17668.082986363934,27.0,27.0,27.0,1051.0,65535.0,4,./data/raw/Raw_traffic_and_movement_data/group1_order2_user8,,,,,,,
6752.296073300026,17657.28447743371,27.0,27.0,27.0,1051.0,65535.0,5,./data/raw/Raw_traffic_and_movement_data/group1_order2_user8,,,,,,,
6887.94918325923,18026.876591903005,27.0,27.0,27.0,1051.0,65535.0,6,./data/raw/Raw_traffic_and_movement_data/group1_order2_user8,,,,,,,
7016.365343017482,18409.775343691534,27.0,27.0,27.0,1051.0,65535.0,7,./data/raw/Raw_traffic_and_movement_data/group1_order2_user8,,,,,,,
6994.44224760759,18313.203146989825,27.0,27.0,27.0,1051.0,65535.0,8,./data/raw/Raw_traffic_and_movement_data/group1_order2_user8,,,,,,,
6810.414487474867,17875.75832299618,27.0,27.0,27.0,1051.0,65535.0,9,./data/raw/Raw_traffic_and_movement_data/group1_order2_user8,,,,,,,
3712.4270504831343,9518.249809926141,27.0,27.0,27.0,1051.0,65535.0,0,./data/raw/Raw_traffic_and_movement_data/group1_order2_user9,,,,,,,
3778.371107147757,9436.63709418581,27.0,27.0,27.0,1051.0,60443.0,1,./data/raw/Raw_traffic_and_movement_data/group1_order2_user9,,,,,,,
3733.9729605134844,9371.39261918953,27.0,27.0,27.0,1051.0,48155.0,2,./data/raw/Raw_traffic_and_movement_data/group1_order2_user9,,,,,,,
3715.899707447501,9351.483437887373,27.0,27.0,27.0,1051.0,48155.0,3,./data/raw/Raw_traffic_and_movement_data/group1_order2_user9,,,,,,,
3686.2426581553887,9244.87312994887,27.0,27.0,27.0,1051.0,50203.0,4,./data/raw/Raw_traffic_and_movement_data/group1_order2_user9,,,,,,,
3731.0366481264396,9344.688581766017,27.0,27.0,27.0,1051.0,48155.0,5,./data/raw/Raw_traffic_and_movement_data/group1_order2_user9,,,,,,,
3717.6590238326767,9336.776613870177,27.0,27.0,27.0,1051.0,49179.0,6,./data/raw/Raw_traffic_and_movement_data/group1_order2_user9,,,,,,,
3707.3661207970617,9289.507073953353,27.0,27.0,27.0,1051.0,48155.0,7,./data/raw/Raw_traffic_and_movement_data/group1_order2_user9,,,,,,,
3720.8699380359267,9339.965111634712,27.0,27.0,27.0,1051.0,50203.0,8,./data/raw/Raw_traffic_and_movement_data/group1_order2_user9,,,,,,,
3700.6368730784625,9440.749101637528,27.0,27.0,27.0,1051.0,65535.0,9,./data/raw/Raw_traffic_and_movement_data/group1_order2_user9,,,,,,,
6761.8811851282335,18003.006236151694,27.0,27.0,27.0,1051.0,65535.0,0,./data/raw/Raw_traffic_and_movement_data/group2_order1_user0,,,,,,,
6819.889492920949,18044.512839986415,27.0,27.0,27.0,1051.0,65535.0,1,./data/raw/Raw_traffic_and_movement_data/group2_order1_user0,,,,,,,
6840.163642642722,18124.34563941927,27.0,27.0,27.0,1051.0,65535.0,2,./data/raw/Raw_traffic_and_movement_data/group2_order1_user0,,,,,,,
6889.132871655304,18253.58244498162,27.0,27.0,27.0,1051.0,65535.0,3,./data/raw/Raw_traffic_and_movement_data/group2_order1_user0,,,,,,,
6827.358956540696,18118.436820366736,27.0,27.0,27.0,1051.0,65535.0,4,./data/raw/Raw_traffic_and_movement_data/group2_order1_user0,,,,,,,
6861.354793380174,18163.903361849767,27.0,27.0,27.0,1051.0,65535.0,5,./data/raw/Raw_traffic_and_movement_data/group2_order1_user0,,,,,,,
6831.538503460679,18135.071871833232,27.0,27.0,27.0,1051.0,65535.0,6,./data/raw/Raw_traffic_and_movement_data/group2_order1_user0,,,,,,,
6821.322215495133,18087.242709767954,27.0,27.0,27.0,1051.0,65535.0,7,./data/raw/Raw_traffic_and_movement_data/group2_order1_user0,,,,,,,
6769.877045953091,18038.065701626696,27.0,27.0,27.0,1051.0,65535.0,8,./data/raw/Raw_traffic_and_movement_data/group2_order1_user0,,,,,,,
6882.696437576419,18211.822485862427,27.0,27.0,27.0,1051.0,65535.0,9,./data/raw/Raw_traffic_and_movement_data/group2_order1_user0,,,,,,,
6780.498057242927,18027.994692656266,27.0,27.0,27.0,1051.0,65535.0,0,./data/raw/Raw_traffic_and_movement_data/group2_order1_user1,,,,,,,
6955.718138985531,18332.565725204367,27.0,27.0,27.0,1051.0,65535.0,1,./data/raw/Raw_traffic_and_movement_data/group2_order1_user1,,,,,,,
6872.666071851156,18137.4364986927,27.0,27.0,27.0,1051.0,65535.0,2,./data/raw/Raw_traffic_and_movement_data/group2_order1_user1,,,,,,,
6783.677326523727,18027.066942662568,27.0,27.0,27.0,1051.0,65535.0,3,./data/raw/Raw_traffic_and_movement_data/group2_order1_user1,,,,,,,
6953.639462782659,18322.413349139068,27.0,27.0,27.0,1051.0,65535.0,4,./data/raw/Raw_traffic_and_movement_data/group2_order1_user1,,,,,,,
7009.864097467799,18396.5584388719,27.0,27.0,27.0,1051.0,65535.0,5,./data/raw/Raw_traffic_and_movement_data/group2_order1_user1,,,,,,,
6991.827058761583,18442.097806643782,27.0,27.0,27.0,1051.0,65535.0,6,./data/raw/Raw_traffic_and_movement_data/group2_order1_user1,,,,,,,
7019.772947108128,18455.368016198812,27.0,27.0,27.0,1051.0,65535.0,7,./data/raw/Raw_traffic_and_movement_data/group2_order1_user1,,,,,,,
6951.167325008639,18331.151575820175,27.0,27.0,27.0,1051.0,65535.0,8,./data/raw/Raw_traffic_and_movement_data/group2_order1_user1,,,,,,,
7053.011479471819,18458.346924984235,27.0,27.0,27.0,1051.0,65535.0,9,./data/raw/Raw_traffic_and_movement_data/group2_order1_user1,,,,,,,
6558.01872856766,17843.589244163566,27.0,27.0,27.0,1051.0,65535.0,0,./data/raw/Raw_traffic_and_movement_data/group2_order1_user10,,,,,,,
6161.939143430212,16939.029421618052,27.0,27.0,27.0,1051.0,65535.0,1,./data/raw/Raw_traffic_and_movement_data/group2_order1_user10,,,,,,,
5109.44917952486,14676.677095191875,27.0,27.0,27.0,1051.0,65535.0,2,./data/raw/Raw_traffic_and_movement_data/group2_order1_user10,,,,,,,
6067.688730449584,16803.265109450138,27.0,27.0,27.0,1051.0,65535.0,3,./data/raw/Raw_traffic_and_movement_data/group2_order1_user10,,,,,,,
5951.48530906788,16482.450010782126,27.0,27.0,27.0,1051.0,65535.0,4,./data/raw/Raw_traffic_and_movement_data/group2_order1_user10,,,,,,,
6646.351395489361,17915.356393651982,27.0,27.0,27.0,1051.0,65535.0,5,./data/raw/Raw_traffic_and_movement_data/group2_order1_user10,,,,,,,
6797.660510566303,18192.189785275295,27.0,27.0,27.0,1051.0,65535.0,6,./data/raw/Raw_traffic_and_movement_data/group2_order1_user10,,,,,,,
6833.15292866719,18164.39500119246,27.0,27.0,27.0,1051.0,65535.0,7,./data/raw/Raw_traffic_and_movement_data/group2_order1_user10,,,,,,,
6692.735687633678,17965.988720401216,27.0,27.0,27.0,1051.0,65535.0,8,./data/raw/Raw_traffic_and_movement_data/group2_order1_user10,,,,,,,
6766.413040806293,18038.625721650027,27.0,27.0,27.0,1051.0,65535.0,9,./data/raw/Raw_traffic_and_movement_data/group2_order1_user10,,,,,,,
6779.092524045676,18110.201792286356,27.0,27.0,27.0,1051.0,65535.0,0,./data/raw/Raw_traffic_and_movement_data/group2_order1_user11,,,,,,,
6737.315085972915,18035.252987686687,27.0,27.0,27.0,1051.0,65535.0,1,./data/raw/Raw_traffic_and_movement_data/group2_order1_user11,,,,,,,
6736.548382565702,17903.72039361406,27.0,27.0,27.0,1051.0,65535.0,2,./data/raw/Raw_traffic_and_movement_data/group2_order1_user11,,,,,,,
6856.829274954303,18206.717021050234,27.0,27.0,27.0,1051.0,65535.0,3,./data/raw/Raw_traffic_and_movement_data/group2_order1_user11,,,,,,,
6775.529598909215,18047.19578128192,27.0,27.0,27.0,1051.0,65535.0,4,./data/raw/Raw_traffic_and_movement_data/group2_order1_user11,,,,,,,
6707.079070025525,17946.63297675341,27.0,27.0,27.0,1051.0,65535.0,5,./data/raw/Raw_traffic_and_movement_data/group2_order1_user11,,,,,,,
6819.831291221388,18097.13111184448,27.0,27.0,27.0,1051.0,65535.0,6,./data/raw/Raw_traffic_and_movement_data/group2_order1_user11,,,,,,,
6803.914225798984,18031.26986696544,27.0,27.0,27.0,1051.0,65535.0,7,./data/raw/Raw_traffic_and_movement_data/group2_order1_user11,,,,,,,
6842.963182971779,18181.727670646527,27.0,27.0,27.0,1051.0,65535.0,8,./data/raw/Raw_traffic_and_movement_data/group2_order1_user11,,,,,,,
6698.406697375054,17865.95699085556,27.0,27.0,27.0,1051.0,65535.0,9,./data/raw/Raw_traffic_and_movement_data/group2_order1_user11,,,,,,,
6773.520286873536,18018.012954794103,27.0,27.0,27.0,1051.0,65535.0,0,./data/raw/Raw_traffic_and_movement_data/group2_order1_user12,,,,,,,
